access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,restricted_access,status_code,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,federal_agency,ev_network_ids
public,Dealership business hours,CALL,,2024-02-12,,ELEC,Public - Call ahead,44352,LD,2011-11-30,P,False,E,CAR_DEALER,Kingston Nissan,845-338-3100,2024-02-12T15:25:05Z,200-8,41.94909,-74.03185,Kingston,US,,,NY,140 Route 28,12401,,,,,,,,,,,,"['CHADEMO', 'J1772']",1.0,,1.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,,
public,Dealership business hours,CALL,,2024-02-12,,ELEC,Public - Call ahead,44354,LD,2011-11-30,P,False,E,CAR_DEALER,West Herr Nissan,716-625-8889,2024-02-12T15:25:05Z,200-9,43.128557,-78.696197,Lockport,US,,,NY,6069 S Transit Rd,14094,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,,
private,,,,2024-02-12,,ELEC,Private,44355,,2011-11-30,P,,E,CAR_DEALER,West Herr Nissan,716-625-8889,2024-02-12T15:25:05Z,200-9,43.128557,-78.696197,Lockport,US,,,NY,6069 S Transit Rd,14094,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,,
public,Dealership business hours,CALL,,2024-02-12,,ELEC,Public - Call ahead,44358,LD,2011-11-30,P,False,E,CAR_DEALER,Nissan Kia - Middletown,845-374-6555,2024-02-12T15:25:05Z,200-9,41.40859,-74.413372,New Hampton,US,,,NY,4961 Route 17M,10958,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,,
private,,,,2024-02-12,,ELEC,Private,44359,,2011-11-30,P,,E,CAR_DEALER,Nissan Kia - Middletown,845-374-6555,2024-02-12T15:25:05Z,200-9,41.40859,-74.413372,New Hampton,US,,,NY,4961 Route 17M,10958,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,,
public,Dealership business hours,CALL,,2024-02-12,,ELEC,Public - Call ahead,44360,LD,2011-11-30,P,False,E,CAR_DEALER,Nissan of New Rochelle,914-576-7600,2024-02-12T15:25:05Z,200-8,40.919104,-73.776645,New Rochelle,US,,,NY,2533 Palmer Ave,10801,,,,,,,,,,,,"['CHADEMO', 'J1772', 'J1772COMBO']",1.0,,1.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,,
private,,,,2024-02-12,,ELEC,Private,44361,LD,2011-11-30,P,,E,CAR_DEALER,Nissan of New Rochelle,914-576-7600,2024-02-12T15:25:05Z,200-8,40.919104,-73.776645,New Rochelle,US,,,NY,2533 Palmer Ave,10801,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,,
public,Dealership business hours,CALL,,2024-02-12,,ELEC,Public - Call ahead,47721,LD,2012-01-31,P,False,E,CAR_DEALER,Baron Nissan,516-621-2300,2024-02-12T15:25:05Z,GPS,40.816267,-73.625869,Greenvale,US,,,NY,235 Glen Cove Rd,11548,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,,
private,,,,2024-02-12,,ELEC,Private,47722,,2012-01-31,P,,E,CAR_DEALER,Baron Nissan,516-621-2300,2024-02-12T15:25:05Z,GPS,40.816267,-73.625869,Greenvale,US,,,NY,235 Glen Cove Rd,11548,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,,
public,Dealership business hours,CALL,,2024-02-12,,ELEC,Public - Call ahead,49676,,2012-10-25,P,False,E,CAR_DEALER,Vision Nissan Greece,585-227-3800,2024-02-12T15:25:05Z,200-9,43.216099,-77.73619,Rochester,US,,,NY,4000 W Ridge Rd,14626,,,,,,,,,,,,['J1772'],,,3.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,,
public,Dealership business hours; Nissan use only; contact 914-961-3900 for more information,CALL,,2024-02-12,,ELEC,Public - Call ahead,49678,LD,2016-04-05,P,True,E,CAR_DEALER,Central Avenue Nissan,,2024-02-12T15:25:05Z,GPS,40.964447,-73.840117,Yonkers,US,,,NY,1919 Central Park Ave,10710,,,,,,,,,,,,"['CHADEMO', 'J1772']",1.0,,1.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,,
private,,,,2024-02-12,,ELEC,Private,49679,,2012-10-25,P,,E,CAR_DEALER,Central Avenue Nissan,,2024-02-12T15:25:05Z,GPS,40.964447,-73.840117,Yonkers,US,,,NY,1919 Central Park Ave,10710,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,,
public,Dealership business hours,CALL,,2024-02-12,,ELEC,Public - Call ahead,49932,,2012-10-25,P,False,E,CAR_DEALER,Shults Nissan,716-484-2780,2024-02-12T15:25:05Z,200-9,42.115661,-79.253776,Jamestown,US,,,NY,311 Fluvanna Ave,14701,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,,
private,,,,2024-02-12,,ELEC,Private,49933,,2012-10-25,P,,E,CAR_DEALER,Shults Nissan,716-484-2780,2024-02-12T15:25:05Z,200-9,42.115661,-79.253776,Jamestown,US,,,NY,311 Fluvanna Ave,14701,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,,
public,Dealership business hours,CALL,,2024-02-12,,ELEC,Public - Call ahead,49938,LD,2012-10-25,P,False,E,CAR_DEALER,Nissan of Queens,718-835-8300,2024-02-12T15:25:05Z,200-8,40.68106,-73.84554,Ozone Park,US,,,NY,9325 Rockaway Blvd,11417,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,,
private,,,,2024-02-12,,ELEC,Private,49939,,2012-10-25,P,,E,CAR_DEALER,Nissan of Queens,718-835-8300,2024-02-12T15:25:05Z,200-8,40.68106,-73.84554,Ozone Park,US,,,NY,9325 Rockaway Blvd,11417,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,,
public,6am-9pm daily,,,2023-03-08,,ELEC,Public,49941,,2012-04-01,LG,False,E,LIBRARY,Town of Penfield - Library,585-340-8720,2024-01-31T22:07:01Z,200-9,43.137476,-77.465214,Penfield,US,,,NY,1985 Baird Rd,14526,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,,
public,24 hours daily,,,2024-05-03,,ELEC,Public,51095,,2013-02-15,,,E,,WOODLAKE STATION 2,888-758-4389,2024-05-03T00:58:48Z,GPS,42.677214,-73.847115,Albany,US,,,NY,61 Woodlake Rd N,12203,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL1858631'], 'posts': ['2186291', '2186301']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,51537,,2019-02-27,,,E,,Village Landing Public Parking Lot,866-816-7584,2024-05-03T02:46:00Z,GPS,43.100494,-77.443485,Fairport,US,,,NY,100 Fairport Village Landing,14450,,,,,,,,,,,,['J1772'],,,6.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['8f82bf46-3966-41d1-866c-92feb0c6d684'], 'posts': ['63340368769d34776391eeb5', '63340368769d34776391eebd', '63340368769d34776391eeec', '63340368769d34776391f032', '63340368769d34776391f044', '63340369769d34776391f35a']}"
public,Dealership business hours; Dealership permission required,,,2022-06-14,,ELEC,Public,52063,LD,2013-02-01,P,True,E,CAR_DEALER,Lucas Ford,,2024-03-08T20:51:47Z,200-9,41.069942,-72.43726,Southold,US,,,NY,3245 Hortons Ln,11971,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,
public,Dealership business hours; for customer use only,CALL,,2023-03-08,,ELEC,Public - Call ahead,53442,LD,2012-10-01,P,True,E,CAR_DEALER,Ruge's Chevrolet,845-444-3039,2024-01-31T22:07:01Z,200-9,41.791563,-73.659717,Millbrook,US,,,NY,3692 Route 44,12545,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,,
private,Dealership use only,,,2024-03-14,,ELEC,Private,53894,LD,2013-04-01,P,,E,CAR_DEALER,Autosaver Ford,,2024-03-14T18:02:10Z,200-9,43.456212,-73.383459,Comstock,US,,,NY,11125 State Route 22,12821,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,,
public,Dealership business hours,CALL,,2021-06-07,,ELEC,Public - Call ahead,53975,,2013-09-01,P,False,E,CAR_DEALER,West Herr Ford of Webster,585-787-1700,2023-03-01T20:07:33Z,200-9,43.205714,-77.476722,Webster,US,Located in front of and on the west side of the building,,NY,810 E Ridge Rd,14580,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,,
public,Dealership business hours,CALL,,2023-09-14,,ELEC,Public - Call ahead,53976,,2013-11-01,P,False,E,CAR_DEALER,Steet-Ponte Ford Lincoln Mazda,315-736-3381,2024-01-31T22:07:01Z,200-9,43.110055,-75.293478,Yorkville,US,,,NY,5074 Commercial Dr,13495,,,,,,,,,,,,['J1772'],,,3.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,,
public,24 hours daily,,,2024-05-03,,ELEC,Public,60739,,2014-03-14,,,E,,ADELPHI UNIV STATION 01,888-758-4389,2024-05-03T01:05:41Z,GPS,40.719618,-73.649987,Garden City,US,,,NY,1 South Ave,11530,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2081011'], 'posts': ['2477831', '2477841']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,61063,,2014-04-03,,,E,,ROCHESTER NY WASH SQ GARAGE2,888-758-4389,2024-05-03T00:55:44Z,GPS,43.152697,-77.603915,Rochester,US,,,NY,111 Woodbury Blvd,14607,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL1695551'], 'posts': ['1988151', '1988161']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,61065,,2014-04-03,,,E,,ROCHESTER NY COURT ST 2,888-758-4389,2024-05-03T01:00:22Z,GPS,43.15395,-77.607471,Rochester,US,,,NY,194 Court St,14604,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL1918231'], 'posts': ['2264471', '2264481']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,61213,,2014-04-12,,,E,,ROCHESTER NY PORT OF ROCH 1,888-758-4389,2024-05-03T01:00:17Z,GPS,43.256302,-77.606672,Rochester,US,,,NY,1000 N River St,14612,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL1913251'], 'posts': ['2258071', '2258081']}"
public,8am-5pm daily,,A Cash D M V,2022-03-07,,ELEC,Public,61760,LD,2013-09-01,P,False,E,SHOPPING_CENTER,Broccolo Tree and Lawncare Garden Center,585-424-4476,2023-03-01T18:15:58Z,200-9,43.129935,-77.386788,Fairport,US,,,NY,2755 Penfield Rd,14450,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,,
public,24 hours daily,,,2024-05-03,,ELEC,Public,62307,,2014-06-28,,,E,,ROCHESTER NY PUBLC MARKET,888-758-4389,2024-05-03T01:00:10Z,GPS,43.16603,-77.591324,Rochester,US,,,NY,39 Trinidad St,14605,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL1910671'], 'posts': ['2254221', '2254231']}"
public,24 hours daily,,,2024-03-14,,ELEC,Public,63140,LD,2014-07-20,LG,False,E,MUNI_GOV,Village of Spencerport - Town Hall,585-352-4771,2024-03-14T18:02:10Z,GPS,43.191311,-77.801933,Spencerport,US,Located behind the Village office at South Union Street (Rt. 259),,NY,27 West Ave,14559,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,,
public,24 hours daily,,,2023-09-14,,ELEC,Public,63478,,2014-09-19,P,False,E,AIRPORT,Niagara Falls International Airport,716-855-7300,2024-01-31T22:07:01Z,200-9,43.101378,-78.941072,Niagara Falls,US,Located in parking lot 1 in front of the terminal,,NY,2035 Niagara Falls Blvd,14304,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,,
public,24 hours daily,,,2023-03-08,,ELEC,Public,63479,LD,2014-12-31,P,False,E,AIRPORT,Buffalo Niagara International Airport,716-630-6191,2024-01-31T22:07:01Z,GPS,42.933441,-78.731633,Buffalo,US,"Located on Level 1, section F-2 in the Daily/Hourly Parking Garage",,NY,4200 Genesee St,14225,,,,,,,,,,,,['J1772'],,,3.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,,
private,Dealership business hours,,,2024-03-14,,ELEC,Private,63618,LD,2014-09-01,P,,E,CAR_DEALER,Leo Kaytes Ford,,2024-03-14T18:02:10Z,200-9,41.237296,-74.379503,Warwick,US,,,NY,145 Route 94 S,10990,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,,
public,Dealership business hours,CALL,,2023-03-08,,ELEC,Public - Call ahead,63643,LD,2014-01-01,P,False,E,CAR_DEALER,Towne Ford Lincoln,716-662-6500,2024-01-31T22:07:01Z,GPS,42.786617,-78.761212,Orchard Park,US,,,NY,3535 Southwestern Blvd,14075,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,,
public,Primarily for guest use; call to make appointment,CALL,Cash D M V,2023-03-08,2023-02-20,ELEC,TEMPORARILY UNAVAILABLE (Public - Call ahead),63982,,2013-09-01,P,True,T,HOTEL,Finger Lakes Waterfall Resort Motel & Cabins,607-546-7171,2024-01-31T22:07:01Z,GPS,42.418993,-76.867035,Burdett,US,Located next to Hector Falls Public Parking Area in restricted parking area marked for resort guests only.,,NY,3835 State Route 414,14818,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public - Appeler à l'avance),,,
public,24 hours daily; access restricted to students and staff 5am-5pm; parking pass required,,,2023-03-08,,ELEC,Public,63988,LD,2013-10-01,P,False,E,COLLEGE_CAMPUS,Rochester Institute of Technology - Lot T,585-475-5000,2024-01-31T22:07:01Z,200-9,43.08779,-77.674413,Rochester,US,Located across from the GIS building,,NY,1 Lomb Memorial Dr,14623,,,,,,,,,,,,['J1772'],,,6.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,,
public,24 hours daily,,,2024-05-03,,ELEC,Public,64131,,2014-06-10,,,E,,5. Long Term Parking West,866-816-7584,2024-05-03T02:47:21Z,GPS,42.745834,-73.813591,Albany,US,,,NY,737 Albany Shaker Road,12205,,,,,,,,,,,,['J1772'],,,8.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['f81f8e01-10e8-4e05-937a-5173da444875'], 'posts': ['6334036b769d347763920209', '6334036b769d34776392020a', '6334036b769d34776392020f', '6334036b769d347763920210', '6334036b769d347763920216', '6334036b769d347763920217', '6334036b769d347763920218', '6334036b769d347763920219']}"
public,Dealership business hours; for customer use only,CALL,,2023-09-14,,ELEC,Public - Call ahead,64140,,2014-11-01,P,True,E,CAR_DEALER,Dana Ford Lincoln,718-983-8700,2024-01-31T22:07:01Z,GPS,40.587162,-74.194747,Staten Island,US,,,NY,266 W Service Rd,10314,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,,
public,Dealership business hours,CALL,,2023-03-08,,ELEC,Public - Call ahead,64141,LD,2014-05-01,P,False,E,CAR_DEALER,Ford of Port Jeff,631-473-1550,2024-01-31T22:07:01Z,200-9,40.91966,-73.051332,Port Jefferson Station,US,,,NY,4869 Nesconset Hwy,11776,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,,
public,24 hours daily,,,2023-09-14,,ELEC,Public,64705,,2014-08-01,P,False,E,RESTAURANT,Cliff's Elbow Too,631-298-3262,2024-01-31T22:07:01Z,200-8,40.968038,-72.562787,Laurel,US,Located at Main Rd and Aldrich Ln,,NY,1085 Franklinville Rd,11948,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,,
public,24 hours daily,,,2023-09-14,,ELEC,Public,64706,,2012-05-01,P,False,E,RESTAURANT,Cliff's Elbow Room,631-722-3292,2024-01-31T22:07:01Z,200-9,40.948819,-72.582795,Jamesport,US,South Jamesport Ave,,NY,1549 Main Rd,11947,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,,
public,24 hours daily,,,2024-05-03,2022-12-02,ELEC,TEMPORARILY UNAVAILABLE (Public),65270,,2014-11-01,,,T,,Cortlandt Town Hall,866-816-7584,2024-05-03T02:46:06Z,GPS,41.310212,-73.90544,Cortlandt,US,,,NY,1 Heady Street,10567,,,,,,,,,,,,['J1772'],,,2.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,,"{'station': ['c6127e2c-5fd7-4810-9645-80c4c0f3a6bf'], 'posts': ['63340367769d34776391e8b2', '63340367769d34776391ec83']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,65271,,2014-11-01,,,E,,Tarrytown Metro North Train Station,866-816-7584,2024-05-03T02:45:23Z,GPS,41.075921,-73.865021,Tarrytown,US,,,NY,4173 Green Street,10591,,,,,,,,,,,,['J1772'],,,5.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['e8234244-9a37-4e3a-b800-1141b1592ae1'], 'posts': ['63340367769d34776391ea70', '63340367769d34776391ecc4', '63340369769d34776391f515', '6334036a769d34776391f7d5', '6334036a769d34776391f7d6']}"
public,24 hours daily,,,2024-05-03,2023-01-04,ELEC,TEMPORARILY UNAVAILABLE (Public),65273,,2014-07-02,,,T,,Chappaqua Train Station,866-816-7584,2024-05-03T02:46:06Z,GPS,41.158553,-73.774212,Chappaqua,US,,,NY,108 Allen Pl,10514,,,,,,,,,,,,['J1772'],,,3.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,,"{'station': ['83b6fb32-ac71-4116-9626-d49b05bcc730'], 'posts': ['63340367769d34776391e8af', '63340367769d34776391e8b0', '63340367769d34776391ea2b']}"
public,24 hours daily; pay lot,,,2023-03-08,,ELEC,Public,65274,LD,2014-07-23,SG,False,E,PAY_GARAGE,Hamilton Parking Garage,914-422-1310,2024-01-31T22:07:01Z,200-9,41.034121,-73.766241,White Plains,US,Near entrance from EJ Conroy Dr,,NY,365 Hamilton Ave,10601,,,,,,,,,,,,['J1772'],,,3.0,Non-Networked,,,$1.50 per hour,,False,,,,,,,,,,,,,,,,,,,,,Public,,,
public,24 hours daily; pay lot,,,2023-03-08,,ELEC,Public,65275,LD,2014-07-23,SG,False,E,PAY_GARAGE,Longview Parking Garage,914-422-1391  866-816-7584,2024-01-31T22:07:01Z,200-9,41.026867,-73.767674,White Plains,US,"South of E Post Rd. Located at northeast corner of garage, ground level",,NY,11 Longview Ave,10601,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,$1.50 per hour,,False,,,,,,,,,,,,,,,,,,,,,Public,,,
public,24 hours daily,,,2024-03-14,,ELEC,Public,65278,LD,2014-07-16,SG,False,E,PAY_GARAGE,Lexington-Grove East Garage,914-422-1392,2024-03-14T18:02:10Z,200-9,41.031464,-73.769946,White Plains,US,Turn right from Main St. Entrance. EVSE facing Dr. Martin Luther King Jr Blvd,,NY,100 Main St,10601,,,,,,,,,,,,['J1772'],,,3.0,Non-Networked,,,$1.50 per hour,,False,,,,,,,,,,,,,,,,,,,,,Public,,,
public,24 hours daily,,,2023-09-14,2024-01-01,ELEC,TEMPORARILY UNAVAILABLE (Public),65281,,2014-11-01,SG,False,T,GROCERY,Market 32,518-562-3560,2024-01-31T22:07:01Z,200-9,44.695363,-73.492162,Plattsburgh,US,,,NY,19 Centre Dr,12901,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,,
public,24 hours daily,,,2024-05-03,,ELEC,Public,65284,,2018-04-01,,,E,,Beacon - Metro North Train Station,866-816-7584,2024-05-03T02:45:47Z,GPS,41.505108,-73.982752,Beacon,US,,,NY,1 Ferry Plaza and Beekman Street,12508,,,,,,,,,,,,['J1772'],,,4.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['34e0aeff-1a77-488a-aef9-fb397f3d3c36'], 'posts': ['63340368769d34776391f2d1', '63340368769d34776391f2d2', '6334036a769d34776391f6c3', '6334036a769d34776391f71c']}"
public,24 hours daily,,,2024-05-03,2022-10-10,ELEC,TEMPORARILY UNAVAILABLE (Public),65287,,2018-04-01,,,T,,Port Authority Bus Terminal,866-816-7584,2024-05-03T02:45:48Z,GPS,40.756892,-73.991771,New York,US,,,NY,625 8th Ave,10018,,,,,,,,,,,,['J1772'],,,1.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,,"{'station': ['c3c9e726-2eb1-4b22-b242-c236f1333698'], 'posts': ['63340368769d34776391eefb']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,65288,,2015-06-01,,,E,,Bay Ridge Municipal Parking Garage,866-816-7584,2024-05-03T02:45:44Z,GPS,40.621698,-74.02567,Brooklyn,US,,,NY,8501 5th Ave,11209,,,,,,,,,,,,['J1772'],,,5.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['a941d142-72be-4601-adce-86e3c7581781'], 'posts': ['63340367769d34776391ea6f', '63340367769d34776391ed09', '641c91e306e494512c9175b2', '641c9308079a69157fcf2745', '641c95a6f8aeaa75217f89ef']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,65296,,2016-08-08,,,E,,St. George Courthouse,866-816-7584,2024-05-03T02:45:50Z,GPS,40.639469,-74.076912,Staten Island,US,,,NY,54 Central Ave,10301,,,,,,,,,,,,['J1772'],,,3.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['83f84c05-4f5b-4879-8816-4564440bc034'], 'posts': ['63340367769d34776391ecc0', '63340368769d34776391eda4', '64188deef8aeaa75217f605f']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,65299,,2015-10-01,,,E,,Jamestown Community College,866-816-7584,2024-05-03T02:45:46Z,GPS,42.115968,-79.220087,Jamestown,US,,,NY,525 Falconer Street,14701,,,,,,,,,,,,['J1772'],,,2.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['6c70452a-bf62-48cf-a80f-2033022d8c0b'], 'posts': ['63340367769d34776391e904', '63340367769d34776391e905']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,65302,,2018-04-01,,,E,,Village of Rouses Point,866-816-7584,2024-05-03T02:45:48Z,GPS,44.991526,-73.364194,Rouses Point,US,,,NY,139 Lake Street,12979,,,,,,,,,,,,['J1772'],,,2.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['86af2b47-ce43-4ebd-afb0-6f25bb64492c'], 'posts': ['63340369769d34776391f4ec', '63340369769d34776391f4ed']}"
public,24 hours daily,,,2024-05-03,2022-12-02,ELEC,TEMPORARILY UNAVAILABLE (Public),65303,,2016-05-15,,,T,,Village of Freeport Municipal,866-816-7584,2024-05-03T02:45:48Z,GPS,40.657519,-73.581038,Freeport,US,,,NY,Freeport Plaza E.,11520,,,,,,,,,,,,['J1772'],,,2.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,,"{'station': ['f3ea2034-ec6a-4785-9186-d51d6c99fbd0'], 'posts': ['63340366769d34776391e7da', '63340367769d34776391eb18']}"
public,24 hours daily; maximum stay of 2 hours,,,2023-03-08,,ELEC,Public,68579,,2015-05-01,P,False,E,GROCERY,Price Chopper,518-438-6241,2024-01-31T22:07:01Z,200-9,42.664671,-73.790463,Albany,US,,,NY,1060 Madison Ave,12208,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,,
public,Dealership business hours,CALL,,2024-02-12,,ELEC,Public - Call ahead,70451,LD,2014-09-15,P,False,E,CAR_DEALER,Fuccillo Nissan,315-944-3200,2024-02-12T15:25:05Z,200-8,43.185219,-76.242663,Liverpool,US,,,NY,3893 Route 31,13090,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,,
